hour_of_day,minute_of_hour,minutes_to_kickoff,is_peak,queue_length,processing_time,capacity_utilization,wait_time,gate_G1,gate_G2,gate_G3
17,56,3.1,0,473,4.35,0.59,6.39,False,True,False
16,3,116.9,0,192,3.54,0.19,1.76,False,False,True
14,16,223.0,0,0,6.55,0.0,0.0,True,False,False
14,4,235.4,0,0,3.63,0.0,0.0,False,True,False
15,14,165.3,0,7,4.14,0.01,0.09,False,True,False
16,47,72.9,1,568,5.37,0.71,9.42,False,True,False
17,44,15.7,0,565,4.91,0.71,8.9,False,True,False
17,39,20.0,0,830,3.59,0.83,9.8,False,False,True
18,23,-23.6,0,40,3.3,0.04,0.39,False,False,True
14,50,189.8,0,1,3.57,0.0,0.01,False,True,False
18,12,-12.6,0,70,3.74,0.07,0.7,False,False,True
18,21,-21.8,0,56,3.38,0.06,0.52,False,False,True
18,29,-29.7,0,38,3.83,0.04,0.43,False,False,True
17,6,53.7,1,673,5.74,0.84,11.8,False,True,False
16,34,85.1,1,489,3.87,0.49,6.14,False,False,True
14,37,203.0,0,0,3.43,0.0,0.0,False,False,True
18,5,-5.1,0,4,7.97,0.02,0.26,True,False,False
18,56,-56.8,0,1,3.15,0.0,0.01,False,True,False
16,56,63.4,1,43,7.29,0.21,2.38,True,False,False
15,2,177.3,0,3,3.78,0.0,0.03,False,True,False
18,4,-4.0,0,3,5.95,0.01,0.15,True,False,False
14,43,196.3,0,0,4.81,0.0,0.0,False,True,False
17,32,27.4,0,39,9.06,0.2,2.7,True,False,False
17,28,31.4,1,782,3.88,0.78,10.59,False,False,True
16,43,76.4,1,562,5.05,0.7,9.45,False,True,False
17,33,26.4,0,800,4.97,0.8,13.14,False,False,True
18,0,-0.8,0,79,3.7,0.1,0.74,False,True,False
17,13,46.2,1,669,6.1,0.84,12.85,False,True,False
16,24,95.7,0,366,4.51,0.46,5.76,False,True,False
18,28,-28.3,0,1,7.05,0.01,0.06,True,False,False
15,5,174.4,0,5,4.52,0.01,0.07,False,False,True
17,34,25.5,0,723,4.96,0.72,11.58,False,False,True
14,10,229.7,0,0,3.18,0.0,0.0,False,False,True
18,6,-6.9,0,62,3.56,0.08,0.62,False,True,False
18,30,-30.1,0,35,3.44,0.04,0.34,False,False,True
16,26,93.2,0,486,4.07,0.49,6.15,False,False,True
14,24,215.5,0,0,3.08,0.0,0.0,False,False,True
15,18,161.8,0,9,4.76,0.01,0.11,False,True,False
17,8,51.4,1,753,5.66,0.94,13.89,False,True,False
15,25,154.8,0,0,8.81,0.0,0.0,True,False,False
17,24,35.0,1,1108,5.02,1.0,20.32,False,False,True
14,40,199.7,0,0,3.82,0.0,0.0,False,False,True
17,44,15.3,0,632,5.9,0.63,12.52,False,False,True
15,23,156.1,0,25,3.47,0.03,0.24,False,False,True
15,45,134.3,0,89,4.03,0.09,0.98,False,False,True
14,33,206.9,0,0,4.16,0.0,0.0,False,True,False
18,18,-18.3,0,48,4.19,0.06,0.57,False,True,False
18,17,-17.5,0,73,2.66,0.07,0.52,False,False,True
16,30,89.3,1,367,4.49,0.46,5.47,False,True,False
18,13,-13.6,0,68,3.47,0.09,0.62,False,True,False
17,12,47.9,1,1183,4.33,1.0,17.51,False,False,True
16,36,83.3,1,518,4.18,0.52,7.29,False,False,True
15,37,142.3,0,59,3.59,0.06,0.55,False,False,True
17,1,58.3,1,647,5.03,0.81,10.85,False,True,False
14,8,231.5,0,0,4.89,0.0,0.0,False,True,False
18,23,-23.5,0,37,4.71,0.05,0.5,False,True,False
15,35,144.0,0,36,4.49,0.04,0.49,False,True,False
18,4,-4.5,0,113,4.41,0.11,1.28,False,False,True
14,42,197.1,0,0,4.05,0.0,0.0,False,True,False
18,46,-46.4,0,5,4.44,0.01,0.06,False,True,False
16,4,115.4,0,218,4.58,0.22,3.62,False,False,True
17,48,11.0,0,542,4.6,0.68,7.5,False,True,False
18,29,-29.4,0,22,3.77,0.03,0.22,False,True,False
17,13,46.4,1,771,5.53,0.96,15.62,False,True,False
18,30,-30.9,0,27,3.78,0.03,0.3,False,True,False
14,55,184.2,0,1,3.27,0.0,0.01,False,False,True
18,17,-17.2,0,51,3.5,0.06,0.54,False,True,False
16,40,79.5,1,560,5.68,0.7,10.11,False,True,False
17,51,8.4,0,565,4.85,0.56,9.35,False,False,True
18,21,-21.9,0,51,2.88,0.05,0.41,False,False,True
15,12,167.5,0,9,3.53,0.01,0.09,False,False,True
15,53,126.7,0,111,4.65,0.14,1.4,False,True,False
17,24,35.2,1,957,4.68,0.96,15.71,False,False,True
18,12,-12.9,0,73,4.11,0.09,0.78,False,True,False
16,50,69.9,1,928,5.47,0.93,16.34,False,False,True
16,47,72.6,1,27,7.56,0.14,1.86,True,False,False
17,57,2.0,0,431,4.75,0.54,7.29,False,True,False
14,24,216.0,0,0,3.56,0.0,0.0,False,True,False
18,40,-40.9,0,10,4.23,0.01,0.12,False,True,False
17,45,14.5,0,599,5.5,0.75,10.94,False,True,False
17,55,4.7,0,510,5.29,0.64,9.75,False,True,False
14,3,236.8,0,0,8.41,0.0,0.0,True,False,False
15,33,146.7,0,42,4.0,0.04,0.42,False,False,True
17,39,20.2,0,756,5.84,0.94,14.98,False,True,False
16,15,104.2,0,318,3.44,0.32,3.75,False,False,True
15,37,142.3,0,45,3.11,0.04,0.36,False,False,True
18,26,-26.1,0,40,3.65,0.04,0.37,False,False,True
18,16,-16.9,0,47,2.83,0.06,0.33,False,True,False
18,0,-0.6,0,103,3.64,0.1,1.1,False,False,True
17,6,53.9,1,37,7.62,0.18,2.27,True,False,False
14,28,211.1,0,0,3.57,0.0,0.0,False,True,False
16,17,102.1,0,416,3.99,0.42,5.61,False,False,True
14,31,208.2,0,0,3.74,0.0,0.0,False,False,True
16,42,77.7,1,30,9.94,0.15,2.42,True,False,False
16,18,101.5,0,271,4.51,0.34,3.96,False,True,False
18,15,-15.2,0,74,4.18,0.07,0.78,False,False,True
17,34,25.4,0,756,4.89,0.94,11.4,False,True,False
14,16,223.3,0,0,3.53,0.0,0.0,False,False,True
17,6,53.1,1,921,5.87,1.0,18.41,False,True,False
14,29,211.0,0,0,3.16,0.0,0.0,False,False,True
15,22,157.2,0,14,4.07,0.02,0.15,False,True,False
18,2,-2.1,0,111,3.97,0.11,1.12,False,False,True
14,47,192.4,0,0,4.36,0.0,0.0,False,True,False
18,10,-10.6,0,82,3.4,0.08,0.85,False,False,True
17,13,46.1,1,719,4.23,0.9,10.46,False,True,False
16,28,92.0,0,494,4.11,0.49,6.46,False,False,True
14,20,219.7,0,0,4.17,0.0,0.0,False,False,True
16,41,79.0,1,816,4.32,0.82,11.95,False,False,True
18,56,-56.8,0,1,2.96,0.0,0.01,False,False,True
17,41,18.2,0,717,4.37,0.9,11.33,False,True,False
16,26,93.5,0,326,4.7,0.41,5.36,False,True,False
17,41,18.5,0,714,4.35,0.89,10.67,False,True,False
16,14,105.3,0,300,5.04,0.38,5.53,False,True,False
17,35,24.4,0,861,4.53,0.86,13.37,False,False,True
15,56,123.9,0,119,3.13,0.12,0.96,False,False,True
17,54,5.5,0,612,4.75,0.61,10.35,False,False,True
18,13,-13.5,0,2,8.41,0.01,0.13,True,False,False
14,49,190.8,0,1,4.08,0.0,0.01,False,False,True
15,18,161.5,0,11,4.08,0.01,0.12,False,True,False
17,10,49.2,1,860,4.86,1.0,15.28,False,True,False
17,6,53.4,1,692,5.0,0.86,10.98,False,True,False
16,53,66.4,1,1011,5.57,1.0,18.24,False,False,True
18,5,-5.9,0,90,3.03,0.09,0.69,False,False,True
15,7,172.9,0,0,8.58,0.0,0.0,True,False,False
18,0,-0.1,0,92,3.86,0.12,1.08,False,True,False
15,48,131.4,0,92,4.27,0.12,1.1,False,True,False
18,29,-29.7,0,1,6.83,0.01,0.06,True,False,False
17,43,16.5,0,644,3.44,0.64,7.67,False,False,True
16,38,81.4,1,614,5.29,0.77,9.98,False,True,False
16,36,83.9,1,25,7.33,0.12,1.56,True,False,False
14,6,233.9,0,0,3.85,0.0,0.0,False,False,True
17,16,43.9,1,830,4.19,0.83,10.75,False,False,True
18,50,-50.7,0,3,4.49,0.0,0.04,False,False,True
14,50,189.4,0,1,3.91,0.0,0.01,False,False,True
15,20,160.0,0,11,3.29,0.01,0.11,False,True,False
16,59,60.7,1,827,4.98,0.83,12.61,False,False,True
16,4,115.3,0,180,3.92,0.23,2.14,False,True,False
16,1,118.1,0,6,8.26,0.03,0.44,True,False,False
16,36,83.5,1,589,4.04,0.59,7.44,False,False,True
16,35,84.5,1,510,5.34,0.64,9.07,False,True,False
17,4,55.1,1,877,5.29,1.0,16.69,False,True,False
17,20,39.6,1,865,5.78,1.0,16.79,False,True,False
15,5,174.2,0,4,3.82,0.01,0.04,False,True,False
16,38,81.3,1,590,5.09,0.74,9.11,False,True,False
14,0,239.6,0,0,8.36,0.0,0.0,True,False,False
17,5,54.9,1,882,4.76,1.0,15.3,False,True,False
16,3,117.0,0,189,4.78,0.24,2.53,False,True,False
15,20,159.8,0,15,4.2,0.02,0.17,False,True,False
18,4,-4.7,0,4,8.72,0.02,0.27,True,False,False
16,3,116.2,0,152,4.08,0.19,1.55,False,True,False
16,36,83.3,1,557,4.22,0.56,7.8,False,False,True
17,36,23.0,0,740,4.77,0.93,12.25,False,True,False
14,31,208.0,0,0,3.95,0.0,0.0,False,False,True
14,21,218.4,0,0,4.11,0.0,0.0,False,True,False
15,58,121.6,0,128,4.27,0.13,1.43,False,False,True
15,44,135.9,0,77,3.72,0.08,0.82,False,False,True
16,31,88.5,1,433,4.55,0.54,6.03,False,True,False
18,17,-17.2,0,71,4.11,0.07,0.75,False,False,True
17,0,59.5,1,745,5.59,0.93,13.84,False,True,False
16,39,80.8,1,586,5.02,0.73,10.5,False,True,False
16,3,116.2,0,215,3.15,0.21,2.4,False,False,True
15,36,143.2,0,57,3.45,0.06,0.55,False,False,True
14,11,228.6,0,0,3.22,0.0,0.0,False,True,False
17,11,48.5,1,40,7.47,0.2,2.61,True,False,False
18,38,-38.4,0,12,3.8,0.01,0.12,False,True,False
16,18,101.8,0,326,4.3,0.41,4.88,False,True,False
15,52,127.6,0,98,4.52,0.1,1.33,False,False,True
18,10,-10.7,0,73,4.15,0.09,0.86,False,True,False
15,8,171.8,0,0,7.79,0.0,0.0,True,False,False
15,30,149.9,0,26,3.15,0.03,0.22,False,False,True
15,11,168.2,0,9,3.82,0.01,0.1,False,False,True
18,8,-8.3,0,68,4.69,0.09,0.82,False,True,False
15,38,141.2,0,44,3.74,0.04,0.45,False,False,True
17,7,52.3,1,1001,4.74,1.0,17.34,False,False,True
15,45,134.8,0,54,3.76,0.07,0.59,False,True,False
15,20,159.7,0,13,2.84,0.01,0.11,False,False,True
18,55,-56.0,0,1,3.62,0.0,0.01,False,True,False
17,44,15.9,0,611,4.96,0.76,10.35,False,True,False
15,33,146.5,0,34,4.39,0.04,0.43,False,True,False
15,25,154.1,0,24,3.91,0.02,0.28,False,False,True
18,27,-27.4,0,34,4.2,0.04,0.41,False,True,False
18,29,-29.6,0,22,4.11,0.03,0.27,False,True,False
18,28,-28.5,0,30,3.74,0.03,0.33,False,False,True
18,24,-24.5,0,31,4.4,0.04,0.4,False,True,False
18,49,-49.3,0,3,3.11,0.0,0.02,False,False,True
15,53,126.2,0,117,5.16,0.15,1.64,False,True,False
15,25,154.8,0,27,3.18,0.03,0.24,False,False,True
14,55,184.5,0,2,4.35,0.0,0.02,False,False,True
14,58,181.8,0,2,3.71,0.0,0.02,False,False,True
18,12,-12.5,0,65,4.46,0.08,0.86,False,True,False
16,18,101.6,0,410,4.7,0.41,6.19,False,False,True
18,12,-12.2,0,3,8.41,0.01,0.22,True,False,False
17,43,16.8,0,553,3.89,0.69,7.76,False,True,False
18,42,-42.6,0,0,6.53,0.0,0.0,True,False,False
16,38,81.7,1,556,4.54,0.69,7.59,False,True,False
17,7,52.4,1,920,3.94,0.92,11.17,False,False,True
15,22,157.7,0,17,4.81,0.02,0.21,False,True,False
16,56,63.1,1,830,5.39,0.83,14.1,False,False,True
16,16,103.7,0,342,3.36,0.34,3.84,False,False,True
17,34,25.0,0,637,5.24,0.8,11.42,False,True,False
18,5,-6.0,0,85,3.71,0.09,0.84,False,False,True
16,47,72.4,1,28,6.22,0.14,1.6,True,False,False
18,25,-25.5,0,41,3.35,0.04,0.36,False,False,True
15,22,157.6,0,14,4.35,0.02,0.18,False,True,False
15,24,155.2,0,23,3.6,0.02,0.24,False,False,True
15,38,141.3,0,48,3.26,0.05,0.39,False,False,True
14,45,194.8,0,0,4.42,0.0,0.0,False,True,False
14,40,199.8,0,0,3.52,0.0,0.0,False,True,False
18,24,-24.4,0,38,4.15,0.05,0.44,False,True,False
15,31,148.8,0,37,3.75,0.04,0.41,False,False,True
16,0,119.9,0,136,4.6,0.17,1.69,False,True,False
16,4,116.0,0,184,3.99,0.18,2.14,False,False,True
14,57,182.2,0,3,3.03,0.0,0.03,False,False,True
18,27,-27.3,0,37,3.38,0.04,0.37,False,False,True
18,53,-53.4,0,2,3.96,0.0,0.02,False,True,False
15,48,131.3,0,91,3.34,0.09,0.85,False,False,True
14,40,199.1,0,0,4.25,0.0,0.0,False,True,False
16,44,75.6,1,675,4.27,0.68,10.38,False,False,True
16,47,72.2,1,707,5.4,0.88,13.89,False,True,False
18,9,-9.3,0,87,3.98,0.09,1.02,False,False,True
14,54,185.9,0,1,3.81,0.0,0.01,False,True,False
16,52,67.8,1,750,3.92,0.75,9.21,False,False,True
15,20,159.7,0,17,3.59,0.02,0.18,False,False,True
18,30,-30.5,0,20,3.65,0.03,0.22,False,True,False
18,16,-16.5,0,47,3.68,0.06,0.53,False,True,False
17,21,38.4,1,45,7.91,0.23,3.06,True,False,False
18,33,-33.7,0,20,3.3,0.02,0.2,False,False,True
15,44,135.3,0,50,4.32,0.06,0.65,False,True,False
17,41,18.1,0,542,5.49,0.68,10.48,False,True,False
16,24,95.9,0,453,4.79,0.45,7.19,False,False,True
18,17,-17.1,0,2,7.22,0.01,0.12,True,False,False
17,36,24.0,0,906,4.1,0.91,11.22,False,False,True
16,21,98.0,0,294,5.01,0.37,5.09,False,True,False
15,20,159.6,0,15,3.96,0.01,0.18,False,False,True
15,40,139.2,0,45,4.53,0.06,0.62,False,True,False
18,26,-27.0,0,44,4.03,0.04,0.47,False,False,True
18,55,-55.6,0,1,4.52,0.0,0.01,False,True,False
17,2,57.0,1,810,5.98,1.0,14.93,False,True,False
14,49,190.2,0,0,3.82,0.0,0.0,False,True,False
16,51,68.5,1,36,5.55,0.18,1.71,True,False,False
17,39,20.3,0,31,6.67,0.15,1.56,True,False,False
14,41,198.1,0,0,8.14,0.0,0.0,True,False,False
18,59,-59.9,0,0,3.81,0.0,0.0,False,True,False
17,10,49.3,1,888,4.57,1.0,12.72,False,True,False
16,53,66.7,1,638,5.09,0.8,11.13,False,True,False
17,1,58.6,1,767,5.09,0.96,12.16,False,True,False
18,2,-2.3,0,91,4.1,0.11,1.13,False,True,False
14,17,222.7,0,0,4.23,0.0,0.0,False,True,False
17,20,40.0,1,815,5.54,0.81,15.11,False,False,True
17,36,23.4,0,778,4.28,0.78,11.36,False,False,True
14,45,194.8,0,0,4.39,0.0,0.0,False,True,False
17,34,25.9,0,908,4.1,0.91,13.61,False,False,True
14,49,190.3,0,0,4.07,0.0,0.0,False,True,False
15,47,132.7,0,77,5.12,0.1,1.17,False,True,False
16,39,80.1,1,612,4.76,0.61,9.44,False,False,True
17,37,22.0,0,579,5.6,0.72,10.04,False,True,False
15,9,170.1,0,7,4.39,0.01,0.08,False,True,False
18,19,-19.0,0,66,3.46,0.07,0.6,False,False,True
14,17,222.4,0,0,3.23,0.0,0.0,False,False,True
17,7,52.4,1,888,4.21,0.89,13.06,False,False,True
15,0,179.7,0,2,3.92,0.0,0.02,False,False,True
18,40,-40.9,0,0,7.88,0.0,0.0,True,False,False
14,42,197.7,0,0,4.0,0.0,0.0,False,False,True
17,51,8.1,0,600,5.12,0.75,10.71,False,True,False
17,52,7.2,0,559,3.42,0.56,6.67,False,False,True
14,55,184.5,0,2,4.27,0.0,0.02,False,False,True
17,6,53.3,1,1022,5.08,1.0,17.46,False,False,True
14,29,210.9,0,0,3.75,0.0,0.0,False,True,False
15,51,128.5,0,104,4.0,0.1,1.27,False,False,True
16,18,101.8,0,331,3.5,0.33,3.91,False,False,True
17,35,24.8,0,640,4.87,0.8,9.82,False,True,False
15,15,164.0,0,12,3.14,0.01,0.1,False,False,True
18,6,-6.6,0,68,4.03,0.09,0.79,False,True,False
14,5,234.2,0,0,4.32,0.0,0.0,False,True,False
16,17,102.7,0,227,4.6,0.28,3.33,False,True,False
16,37,82.6,1,523,4.94,0.65,8.28,False,True,False
18,51,-51.6,0,2,3.62,0.0,0.02,False,False,True
14,53,186.3,0,2,3.45,0.0,0.02,False,False,True
14,14,225.7,0,0,3.36,0.0,0.0,False,False,True
18,19,-19.8,0,2,7.85,0.01,0.13,True,False,False
18,18,-18.0,0,78,3.23,0.08,0.74,False,False,True
17,47,12.6,0,572,4.46,0.71,8.23,False,True,False
14,19,220.9,0,0,2.99,0.0,0.0,False,False,True
17,11,48.8,1,1045,4.46,1.0,14.56,False,False,True
14,16,223.5,0,0,7.47,0.0,0.0,True,False,False
18,42,-42.5,0,6,4.05,0.01,0.06,False,True,False
18,4,-4.4,0,99,3.45,0.1,0.9,False,False,True
17,21,38.5,1,891,4.91,1.0,15.52,False,True,False
17,51,9.0,0,484,4.58,0.6,7.33,False,True,False
14,1,238.8,0,0,3.4,0.0,0.0,False,False,True
18,59,-59.6,0,0,7.47,0.0,0.0,True,False,False
18,16,-16.7,0,58,3.37,0.06,0.53,False,False,True
16,4,115.6,0,189,4.72,0.24,2.33,False,True,False
17,41,18.5,0,754,5.28,0.94,13.73,False,True,False
14,13,226.4,0,0,6.88,0.0,0.0,True,False,False
16,18,101.8,0,404,3.85,0.4,4.91,False,False,True
14,42,197.3,0,0,4.54,0.0,0.0,False,True,False
17,1,58.5,1,1011,4.97,1.0,17.61,False,False,True
17,27,32.6,1,724,4.95,0.91,12.47,False,True,False
17,14,45.3,1,1146,5.16,1.0,20.05,False,False,True
14,47,192.0,0,1,4.46,0.0,0.01,False,False,True
14,10,229.9,0,0,2.68,0.0,0.0,False,False,True
18,50,-50.3,0,4,2.58,0.0,0.03,False,False,True
18,54,-54.8,0,2,3.19,0.0,0.02,False,False,True
18,33,-33.8,0,20,3.35,0.03,0.2,False,True,False
15,25,154.8,0,14,3.75,0.02,0.14,False,True,False
17,52,7.1,0,571,5.44,0.57,11.12,False,False,True
18,58,-58.1,0,1,4.29,0.0,0.01,False,True,False
17,22,37.2,1,831,4.84,0.83,14.71,False,False,True
18,39,-39.4,0,12,2.7,0.01,0.08,False,False,True
16,59,60.4,1,765,3.94,0.77,9.24,False,False,True
14,42,197.8,0,0,3.95,0.0,0.0,False,False,True
16,47,72.8,1,720,4.95,0.9,11.36,False,True,False
15,56,123.7,0,150,3.98,0.15,1.71,False,False,True
14,47,192.7,0,0,3.97,0.0,0.0,False,True,False
14,18,221.6,0,0,4.02,0.0,0.0,False,False,True
16,38,81.1,1,676,3.64,0.68,8.72,False,False,True
17,44,15.7,0,850,5.05,0.85,14.31,False,False,True
17,30,30.0,0,890,4.55,1.0,14.31,False,True,False
18,15,-15.5,0,87,3.76,0.09,0.89,False,False,True
14,43,196.5,0,0,3.85,0.0,0.0,False,False,True
17,35,24.1,0,711,5.65,0.89,12.18,False,True,False
14,3,236.3,0,0,3.63,0.0,0.0,False,False,True
18,8,-8.5,0,73,3.24,0.07,0.62,False,False,True
18,51,-51.9,0,3,3.6,0.0,0.03,False,False,True
16,37,82.5,1,587,4.29,0.59,8.05,False,False,True
14,10,229.5,0,0,3.55,0.0,0.0,False,False,True
14,30,209.1,0,0,3.16,0.0,0.0,False,False,True
16,33,86.8,1,442,5.0,0.55,7.49,False,True,False
18,58,-58.9,0,1,3.81,0.0,0.01,False,False,True
18,49,-49.3,0,5,3.83,0.01,0.06,False,False,True
16,54,65.9,1,30,7.57,0.15,1.93,True,False,False
17,55,4.4,0,554,4.38,0.69,7.6,False,True,False
18,14,-14.5,0,66,3.21,0.08,0.56,False,True,False
15,22,157.4,0,0,7.44,0.0,0.0,True,False,False
18,46,-46.6,0,7,3.19,0.01,0.06,False,False,True
14,1,238.3,0,0,4.17,0.0,0.0,False,True,False
18,52,-52.3,0,2,4.0,0.0,0.02,False,True,False
15,28,151.8,0,27,3.55,0.03,0.27,False,False,True
15,4,175.2,0,5,3.16,0.01,0.05,False,False,True
14,55,184.3,0,2,3.6,0.0,0.02,False,True,False
16,52,67.0,1,863,4.59,0.86,13.01,False,False,True
14,55,184.6,0,1,4.14,0.0,0.01,False,True,False
16,50,69.2,1,741,5.85,0.93,14.2,False,True,False
14,58,181.7,0,0,7.37,0.0,0.0,True,False,False
17,51,8.6,0,25,8.07,0.12,1.55,True,False,False
15,24,155.7,0,14,4.11,0.02,0.16,False,True,False
16,6,113.1,0,195,5.48,0.24,3.09,False,True,False
14,40,199.2,0,0,3.63,0.0,0.0,False,True,False
18,16,-16.9,0,70,4.07,0.07,0.75,False,False,True
15,42,137.3,0,48,4.3,0.06,0.52,False,True,False
16,54,65.9,1,709,5.01,0.89,11.64,False,True,False
17,8,51.7,1,897,5.91,1.0,16.96,False,True,False
15,0,179.6,0,0,5.16,0.0,0.0,True,False,False
14,56,183.9,0,1,4.26,0.0,0.01,False,True,False
18,56,-56.2,0,1,4.41,0.0,0.01,False,True,False
15,25,154.1,0,23,2.74,0.02,0.16,False,False,True
14,19,220.5,0,0,3.79,0.0,0.0,False,True,False
14,25,214.3,0,0,3.57,0.0,0.0,False,False,True
14,10,229.4,0,0,7.21,0.0,0.0,True,False,False
16,20,99.6,0,12,5.79,0.06,0.57,True,False,False
17,59,0.2,0,434,4.79,0.54,6.77,False,True,False
14,30,209.3,0,0,3.69,0.0,0.0,False,True,False
16,3,116.7,0,138,2.89,0.17,1.09,False,True,False
17,54,5.6,0,644,4.77,0.64,10.4,False,False,True
17,44,15.2,0,907,4.22,0.91,11.94,False,False,True
14,3,236.7,0,0,3.04,0.0,0.0,False,False,True
16,14,105.0,0,353,4.28,0.35,4.62,False,False,True
14,26,213.5,0,0,3.88,0.0,0.0,False,True,False
18,52,-52.2,0,3,3.12,0.0,0.03,False,False,True
15,14,165.4,0,9,4.31,0.01,0.11,False,False,True
16,20,99.5,0,14,7.27,0.07,0.78,True,False,False
14,25,214.4,0,0,3.98,0.0,0.0,False,False,True
14,6,233.9,0,0,3.88,0.0,0.0,False,True,False
15,52,127.1,0,116,3.5,0.12,1.06,False,False,True
18,32,-32.1,0,30,2.57,0.03,0.2,False,False,True
15,31,148.9,0,31,4.78,0.04,0.42,False,True,False
14,28,211.1,0,0,4.06,0.0,0.0,False,False,True
16,59,60.0,1,883,5.24,1.0,15.62,False,True,False
16,0,119.3,0,156,4.2,0.2,1.92,False,True,False
18,44,-44.6,0,6,4.6,0.01,0.08,False,True,False
16,12,107.9,0,292,3.81,0.29,3.42,False,False,True
15,19,160.8,0,0,8.61,0.0,0.0,True,False,False
14,50,190.0,0,1,3.59,0.0,0.01,False,False,True
15,42,137.2,0,80,3.08,0.08,0.62,False,False,True
18,14,-14.9,0,58,3.69,0.07,0.65,False,True,False
17,10,49.7,1,972,4.64,0.97,15.97,False,False,True
14,44,195.8,0,0,3.3,0.0,0.0,False,False,True
15,58,121.8,0,173,3.22,0.17,1.59,False,False,True
14,15,224.2,0,0,3.19,0.0,0.0,False,False,True
16,40,79.7,1,538,5.07,0.67,9.01,False,True,False
17,47,12.5,0,802,4.73,0.8,12.84,False,False,True
15,50,129.2,0,95,3.45,0.12,0.97,False,True,False
15,38,141.6,0,35,3.47,0.04,0.32,False,True,False
14,42,197.5,0,0,7.02,0.0,0.0,True,False,False
14,21,218.1,0,0,3.15,0.0,0.0,False,False,True
15,51,128.6,0,92,3.46,0.09,0.92,False,False,True
18,35,-36.0,0,18,4.69,0.02,0.24,False,True,False
15,57,122.9,0,5,6.98,0.03,0.28,True,False,False
16,10,109.2,0,198,4.61,0.25,2.56,False,True,False
18,1,-1.5,0,91,4.11,0.09,0.95,False,False,True
14,3,236.6,0,0,2.86,0.0,0.0,False,False,True
14,2,237.0,0,0,3.51,0.0,0.0,False,True,False
14,4,235.2,0,0,3.32,0.0,0.0,False,False,True
16,7,112.0,0,200,3.23,0.25,1.7,False,True,False
16,20,99.1,0,257,4.86,0.32,3.94,False,True,False
15,0,179.6,0,3,4.05,0.0,0.03,False,False,True
14,59,180.0,0,2,3.7,0.0,0.02,False,True,False
14,48,191.2,0,1,3.26,0.0,0.01,False,False,True
14,14,225.2,0,0,3.27,0.0,0.0,False,True,False
15,33,146.5,0,26,4.35,0.03,0.32,False,True,False
17,55,4.6,0,507,3.81,0.51,5.88,False,False,True
17,19,40.5,1,908,5.29,1.0,16.68,False,True,False
18,7,-7.2,0,75,3.5,0.09,0.73,False,True,False
17,47,12.5,0,823,4.66,0.82,12.89,False,False,True
16,44,75.7,1,680,5.21,0.85,11.15,False,True,False
16,53,66.8,1,781,5.3,0.78,14.62,False,False,True
18,30,-30.3,0,24,4.02,0.03,0.26,False,True,False
18,26,-26.7,0,1,8.39,0.01,0.07,True,False,False
18,47,-47.9,0,6,3.23,0.01,0.05,False,False,True
14,33,206.0,0,0,3.62,0.0,0.0,False,False,True
17,16,43.7,1,855,5.31,0.85,14.58,False,False,True
14,12,227.2,0,0,4.15,0.0,0.0,False,True,False
17,51,8.2,0,543,4.57,0.68,7.68,False,True,False
16,22,97.2,0,328,5.21,0.41,5.93,False,True,False
15,6,173.6,0,6,3.16,0.01,0.05,False,False,True
14,57,182.2,0,0,7.96,0.0,0.0,True,False,False
16,26,94.0,0,476,5.08,0.48,8.33,False,False,True
16,56,63.7,1,695,5.65,0.87,12.99,False,True,False
15,6,173.6,0,4,3.27,0.01,0.04,False,True,False
18,3,-4.0,0,71,3.75,0.09,0.73,False,True,False
15,56,123.6,0,169,3.23,0.17,1.5,False,False,True
18,57,-57.4,0,1,3.15,0.0,0.01,False,False,True
17,52,7.1,0,468,4.05,0.58,6.3,False,True,False
16,32,87.0,1,27,9.23,0.14,2.2,True,False,False
14,3,236.8,0,0,4.27,0.0,0.0,False,True,False
14,1,238.1,0,0,3.78,0.0,0.0,False,True,False
16,24,95.1,0,353,4.11,0.44,4.6,False,True,False
17,48,11.9,0,29,7.56,0.14,1.73,True,False,False
14,31,208.1,0,0,2.28,0.0,0.0,False,False,True
14,8,231.1,0,0,3.96,0.0,0.0,False,False,True
17,33,26.2,0,827,5.03,0.83,13.47,False,False,True
15,36,144.0,0,52,3.68,0.05,0.58,False,False,True
15,30,149.6,0,25,4.02,0.03,0.29,False,True,False
14,55,184.3,0,2,3.74,0.0,0.02,False,False,True
16,53,66.9,1,637,5.95,0.8,13.45,False,True,False
14,45,194.5,0,0,3.14,0.0,0.0,False,True,False
18,18,-18.5,0,75,3.24,0.07,0.64,False,False,True
14,59,180.2,0,2,3.97,0.0,0.02,False,True,False
17,42,17.8,0,554,5.46,0.69,9.75,False,True,False
14,24,215.2,0,0,8.0,0.0,0.0,True,False,False
16,13,106.2,0,286,4.31,0.36,4.21,False,True,False
18,54,-54.4,0,2,4.61,0.0,0.02,False,False,True
14,29,210.6,0,0,3.74,0.0,0.0,False,True,False
18,21,-21.6,0,59,3.52,0.06,0.63,False,False,True
16,2,117.1,0,162,3.9,0.2,1.59,False,True,False
16,30,89.6,1,357,4.58,0.45,5.68,False,True,False
14,28,211.5,0,0,6.76,0.0,0.0,True,False,False
16,42,77.2,1,604,4.28,0.6,8.02,False,False,True
16,9,110.3,0,245,4.2,0.24,3.19,False,False,True
